claims_per_month,avg_payout_requested,trigger_type_diversity,time_between_claims_hours,zone_risk_score,platform_tenure_months,gps_mismatch_count,ip_city_mismatch_count,label
2,1158.9049696784423,4,3.3460929767322125,63.85364324520172,31,0,0,0
1,673.2422708444399,4,7.56740222649691,31.26083805925865,24,0,0,0
2,706.676206364871,1,2.4640415283604273,59.22236628810264,10,0,0,0
1,873.6704007681942,4,64.31565952492336,31.646226030026483,29,0,0,0
4,840.2789117430563,4,5.182353619243242,76.08995445631453,23,0,1,0
9,1965.018010474051,1,1.3131280910231973,16.855171131528127,2,4,2,1
1,922.5252754674225,3,174.42629460337204,27.926938662740604,7,0,0,0
1,639.1276996474766,2,32.68237050440034,23.78351153457462,21,0,0,0
3,589.735637152154,3,10.205534255494213,28.064367613267343,6,1,0,0
1,871.2954209338984,1,20.38809321407649,46.218286018036494,35,0,0,0
1,806.1698985513879,4,136.3107536489796,46.65463524813932,35,0,0,0
1,846.6570082175745,3,25.32501674765476,47.14069117997869,9,0,0,0
0,854.8936671273129,4,81.53179589551208,56.11549715641831,23,1,0,0
1,794.4061171026035,4,68.8781680156315,51.61516203826595,21,0,0,0
1,1180.1663630131488,3,29.75515122039053,36.585896702048466,3,0,0,0
2,1027.5715551938742,2,128.80508164672779,50.04987597719612,24,1,0,0
11,1735.0945358099978,1,4.47533112845934,25.893622072729862,2,4,3,1
1,979.2999340400331,2,33.847051987744415,45.65132927361522,7,1,0,0
4,735.8507257042307,3,87.25261589215985,58.56483706756254,7,0,0,0
2,888.7785678085773,3,68.16244462392307,36.97951025991498,29,0,0,0
2,835.5659599410868,1,153.31862502555396,77.69100839760915,18,0,0,0
2,490.15951097043234,1,25.242106985307498,47.32206226792886,35,0,0,0
14,1953.56247934398,1,6.94301263794763,19.809083742895414,2,3,0,1
2,769.7205016117182,4,12.710357129215426,39.668058118526574,21,0,0,0
2,422.0593032756909,4,68.9677628409806,59.46264014932055,27,0,0,0
2,688.2367416526411,1,36.7527555792987,77.91546986931272,31,0,0,0
1,651.0487686431222,3,67.1304943723638,45.5647395118573,32,0,0,0
0,574.0665081378926,3,91.71665938386772,41.024536689082304,24,0,0,0
3,884.1533125037173,1,20.018792783983024,66.31178786003065,3,0,0,0
3,1111.6699920283954,4,41.103279854942876,44.8723107710755,11,0,0,0
3,583.9465880438614,1,9.4406649575047,79.69365159780475,12,0,0,0
2,801.4701349839398,3,118.20296966759969,31.156063668936028,19,1,0,0
5,1869.6151937999953,1,15.307535845687056,25.270877081594854,1,0,2,1
11,1713.6169783703697,1,3.495984776471664,28.005408626470278,2,6,4,1
1,652.5476647216078,3,6.368306525570842,30.174347391910516,31,1,0,0
4,758.0720013161675,4,9.336024028461505,28.11444713747336,8,0,0,0
3,824.5457815410967,4,135.05737984458483,78.6457021449482,25,0,0,0
1,782.1328269057908,2,216.59762209413657,45.13717371595163,25,0,0,0
3,734.335811461888,3,70.95265148525435,54.044094915422264,24,0,0,0
2,705.3785173278956,2,69.72045118294633,69.36363327484082,18,0,0,0
3,734.4409888245074,1,35.844342254057125,73.27911794280001,19,0,0,0
2,585.8663257166806,3,61.60031741167694,71.2293424727736,14,1,0,0
5,1076.6271293556306,4,19.329386507175435,55.18806632243283,19,0,0,0
2,865.7364698992966,3,88.52192984927923,67.17498969492367,7,0,0,0
2,582.5043663775264,1,182.40908424198855,51.856623864341884,18,0,0,0
2,896.3015261982611,1,41.50787385369329,55.16848599454207,15,0,0,0
9,1901.1153917767415,1,0.8893649662606344,18.638785176943014,1,10,3,1
5,775.0903040627153,3,72.29650894254476,63.716940747229465,3,0,0,0
3,660.863851166697,3,236.17642704243497,57.116717593388415,14,0,0,0
2,741.9939197067615,2,22.27183069826527,69.26124027629643,23,0,0,0
2,585.9683072986279,3,29.772376615857123,61.987636527488995,17,0,0,0
4,968.7100582444241,4,11.399304474433011,68.67577098001567,19,0,0,0
1,704.8931106529291,1,39.28373931769035,30.29127128319071,28,0,0,0
1,989.9282997233067,1,84.25290452417877,36.7190204313691,28,0,0,0
1,780.7230727370206,4,54.538585106565016,47.199768279043056,24,0,0,0
8,1803.067914295016,1,1.8990543153673465,16.853422358424687,0,5,1,1
4,899.153114603102,3,4.140774715623372,24.296714725371093,28,0,0,0
2,932.4613793295936,3,252.35717524686677,59.786122102710145,5,0,0,0
2,1062.0389712108602,1,316.701249324419,34.4613583134619,10,0,0,0
2,821.5050000861597,4,134.15220917167352,56.56182269145524,29,0,1,0
4,973.4313778200373,1,103.85537341142916,71.57554347484312,4,0,0,0
5,1294.3867544863715,2,126.47508458438804,51.49090127262757,3,0,0,0
3,671.5745652336793,1,8.784360984818173,36.31957857561436,9,0,0,0
9,1760.1868756398585,1,3.571318514166864,21.739584982321958,2,3,3,1
9,1900.166531593266,1,5.452171423737391,23.046728734333776,2,3,0,1
2,949.7872227611854,3,77.62019487714795,38.44855611233495,18,0,0,0
0,774.5682806250231,2,54.16901760572464,70.02493585524098,16,0,0,0
2,737.1112419404741,1,42.90451625646564,25.435664344853997,26,0,0,0
0,795.7335236737825,3,5.902355688548446,57.428399565532175,11,0,0,0
2,417.42972933043416,4,58.702464831953634,23.218012461466884,25,0,0,0
4,756.4098187512923,4,114.91905645959088,31.697837847422544,5,0,0,0
4,942.9099522927012,4,1.0,37.001539817742795,30,0,0,0
3,1173.7054376146182,1,134.28400829768017,51.98495964048814,28,0,0,0
3,1030.582651240962,2,121.58698315479043,62.76096896264376,4,0,0,0
3,1196.6747198845148,4,21.135672386886377,52.517887245566065,13,0,0,0
5,950.6426892832314,2,29.798105274464994,45.27933190324667,18,0,1,0
1,860.5924614997463,3,281.89034200137604,71.90863888626819,20,0,0,0
4,856.3897747618103,3,24.588788659711,59.091781121900446,24,0,0,0
1,758.3589484020068,1,195.59310980558274,23.285595871377684,8,0,0,0
0,1108.0215647488062,3,129.70447927357017,72.72550878799996,18,0,0,0
2,798.7331719069488,4,80.81311870899104,24.72967982661207,6,0,1,0
4,1659.6886319121354,1,0.6247642294305886,26.05967475046961,2,1,1,1
0,719.4333143050392,1,123.22502668746853,56.859772463643836,6,0,1,0
1,649.376533875884,2,124.53188408001728,41.285056156776605,10,0,0,0
2,1326.4772409354996,3,32.60612855645007,26.220817422261753,34,0,0,0
1,807.6156038792918,1,119.04566517894975,38.10697830439098,16,0,0,0
1,882.4142274132048,3,173.32494197321253,40.48338331885745,15,1,0,0
3,906.7252849632952,1,20.909876370512862,30.29449662578816,23,1,0,0
7,1831.1747398841055,1,4.6760781307242345,13.071295147079788,2,4,0,1
9,1829.3823993045016,1,10.270068735886174,27.28280699656864,2,5,3,1
3,834.0885997442725,2,8.110800899919209,70.19823633289538,27,0,0,0
0,987.9470963494208,3,52.090557278122084,49.0722650128434,17,0,0,0
1,334.9159691720639,2,60.16254170220687,53.69174438326656,11,0,0,0
5,852.7776988700043,1,42.42019969540357,39.72257596324709,15,0,0,0
2,636.4836826444619,2,19.68242085465517,72.90526909254855,33,0,0,0
3,644.2825906376577,2,39.21482329036193,27.592213005129125,19,0,0,0
8,1707.6905790547996,1,0.23879248276715737,10.533236044846566,1,5,4,1
1,691.1451134150924,3,109.00526044372099,59.629515579274326,35,0,0,0
3,331.5043324669306,1,75.13010739623552,35.8318925623952,24,1,0,0
2,935.8762746023813,3,106.30988695053104,73.71891530428186,11,0,1,0
2,843.9516167880287,3,7.7900963225463355,23.999645796672137,6,0,0,0
11,1812.8061553047105,1,1.831127248164327,19.664006418883375,1,2,4,1
0,625.0447551491264,2,51.40713720737503,78.79341934827235,17,0,0,0
7,1836.5638394085452,1,2.032223487128412,19.11598152757751,0,3,3,1
3,543.1256048981602,2,12.59975190042327,61.06127607489875,27,0,0,0
0,737.6584815065571,4,62.93562758283885,42.88970060281713,12,0,0,0
0,902.0197462414546,3,14.115658223905864,60.65589264730654,12,1,0,0
0,1039.6737138746919,1,106.70060117919026,66.75240441609371,26,0,0,0
3,858.3317866378093,1,39.58208704948236,79.11138138064331,33,0,0,0
0,936.6829347120062,2,1.4897557566434925,30.37364869368003,28,0,0,0
3,816.9945925271654,4,15.453817506025771,27.884935708475727,4,0,0,0
1,321.60362208877194,4,12.7344731583932,36.28768303395042,12,0,0,0
8,1913.6584145636427,1,6.663705461014135,16.904056532262903,2,1,0,1
2,380.3625073457597,1,134.99390622595485,70.13060927492356,25,0,0,0
2,787.3393554437326,4,59.431080716642505,79.50671430596235,33,0,0,0
2,832.1124236594839,3,58.74168581368284,61.71816264089586,10,0,0,0
2,777.4037753786779,4,31.979482105750005,32.63503364495867,7,0,0,0
0,818.5486131559104,2,35.52014721686375,23.464176779058864,21,0,0,0
1,622.8663631987168,4,17.648246574143613,48.30683173475775,3,0,0,0
3,700.5895026328635,1,95.71171708484943,60.60113800571891,13,0,1,0
6,836.823879665634,1,84.84588847529585,41.43412499700692,31,1,0,0
3,811.0906670315399,4,149.8957761926561,22.258702467005783,15,0,0,0
2,721.9211065765714,1,83.41950576557717,26.836736820830744,12,0,0,0
9,1807.353618855299,1,0.5982539841248662,14.1417143801937,2,1,1,1
2,824.9735220390958,2,54.562654226913246,75.29022362553765,22,0,0,0
0,603.922349703305,3,47.548144824660085,29.40031367500886,12,0,0,0
2,917.5389803735625,3,63.37969650701299,63.57354228163345,32,0,1,0
1,634.8425749490987,2,42.39855072884094,40.397353894292124,5,0,0,0
1,741.3137195373375,2,91.63801030606524,62.827427029496675,32,0,0,0
5,1865.4470312731482,1,7.384413253259035,23.14058378255023,0,4,3,1
1,1060.035305362628,3,61.49878406147352,43.226249502132376,9,0,0,0
1,945.2071998458667,2,14.563246255796217,26.14632138596484,32,0,0,0
3,691.440205656607,2,68.74792047656553,74.8452004222641,12,0,0,0
1,764.0940332048159,2,27.01804092330618,25.366894905490746,3,0,0,0
1,502.54204135851427,3,4.719716980160855,21.614249230978032,28,0,0,0
2,708.078940248504,4,28.324482253971958,26.213176528082574,32,0,0,0
1,823.6700131310355,4,1.0,64.26963964062723,20,0,0,0
9,1759.7250329835595,1,12.785077154737017,27.679366565718276,1,3,3,1
3,498.8504398871667,2,1.6611680920196517,29.65420148315441,32,1,0,0
2,833.8806149824139,2,182.3109295021632,51.62531509457839,21,0,0,0
2,635.6638347389955,3,18.7850457660502,59.29884164233329,6,0,0,0
3,735.0516129836052,3,249.81725697287078,35.90325391933324,34,1,0,0
2,509.8174142811975,1,2.478985268241014,55.61620134033229,20,0,0,0
0,1030.9995121083234,3,3.3547933095319604,55.48879316446449,14,1,0,0
1,668.6329062611139,2,333.9592686617542,43.946116362248944,22,0,0,0
4,356.0021824887247,1,6.867145102126249,60.92460908306857,17,0,0,0
3,988.6386606955588,1,121.78586618840929,31.96908749147891,24,0,0,0
1,1086.8002007460923,3,121.37678199432798,26.530539369652768,34,0,0,0
3,961.0479715808814,4,44.76298643846859,25.43950961955026,14,1,0,0
3,536.8405183563718,2,22.88186543497703,36.55279278302063,20,0,0,0
4,761.067260995064,4,32.35284073556492,48.52738076972145,15,0,0,0
1,679.8340721808171,4,144.40135911548487,77.24524118214285,32,0,0,0
9,1557.0459353069205,1,3.592200985877993,13.329207594341817,0,4,3,1
3,441.8698014086574,4,279.6831146881025,27.627138142382513,24,0,1,0
0,1133.559586600903,2,100.79485791803984,54.55076347421423,17,0,0,0
1,878.7981144350016,2,87.97801657871432,33.25890339999084,7,0,0,0
2,654.5092150553763,2,26.47049563615619,36.36718824084989,10,0,0,0
0,810.4041300879239,4,181.76442932424231,33.0837543712442,30,0,0,0
2,1163.815438039161,1,8.14299143323921,67.87035408672244,17,0,0,0
0,1087.2178692364032,3,12.131231785225463,54.1734598806753,4,0,0,0
2,1137.1403508069943,4,142.59949167037038,55.691951053256105,32,0,0,0
2,815.3036124487422,3,144.77119408895024,53.98710498206223,24,0,0,0
7,1634.7648514604718,1,4.987780181682841,15.00138479739173,0,2,2,1
2,325.82292533871237,4,23.172800233982514,55.515913053356186,32,0,0,0
12,1686.0253622710325,1,13.967786096473088,25.658179474252915,0,2,2,1
